freq_Hz,PSD
0.0,9.647822548853876
0.057542039434425866,5.804632765340233
0.11508407886885173,1.853421194774612
0.1726261183032776,1.455294761723017
0.23016815773770347,1.3439866331033852
0.2877101971721293,2.240407412673835
0.3452522366065552,3.2628295704643575
0.40279427604098106,3.6983775075392655
0.46033631547540693,4.594835686508879
0.5178783549098328,6.694952925944706
0.5754203943442586,12.216186407573511
0.6329624337786846,31.593853944201292
0.6905044732131104,435.96306852806987
0.7480465126475363,12363.961046707622
0.8055885520819621,14323.346019416811
0.863130591516388,864.1765934876903
0.9206726309508139,23.776403104954422
0.9782146703852397,9.172066521766252
1.0357567098196656,3.9437472305574084
1.0932987492540915,2.2351178651213965
1.1508407886885172,1.5240324506318579
1.2083828281229432,0.952949970910395
1.265924867557369,0.6739415891369537
1.323466906991795,0.41491585996029373
1.3810089464262207,0.36012608266430807
1.4385509858606467,0.2700634822944147
1.4960930252950726,0.2236270668872816
1.5536350647294983,0.18650789696956396
1.6111771041639242,0.10840937688599832
1.6687191435983502,0.08818894658975014
1.726261183032776,0.0681710334812715
1.7838032224672018,0.05858686620516594
1.8413452619016277,0.04883095260238071
1.8988873013360537,0.04544506996880411
1.9564293407704794,0.04073026712540055
2.0139713802049055,0.03908928791857021
2.071513419639331,0.028206306299111285
2.129055459073757,0.022852465912667347
2.186597498508183,0.021710778367622276
2.244139537942609,0.022580982018081126
2.3016815773770345,0.09998692429554709
2.3592236168114606,0.16382120796184713
2.4167656562458864,0.03565909108603503
2.474307695680312,0.013460471544260489
2.531849735114738,0.01191480554620078
2.589391774549164,0.011211075538560338
2.64693381398359,0.008758206915684354
2.7044758534180158,0.0074868506763346625
2.7620178928524415,0.005955079607555209
2.8195599322868676,0.006417972810270978
2.8771019717212933,0.006081338946785847
2.934644011155719,0.005681297339218804
2.992186050590145,0.00481704299280894
3.049728090024571,0.004131616986710594
3.1072701294589966,0.003602119690775015
3.1648121688934228,0.002923785219722371
3.2223542083278485,0.003628760022096151
3.279896247762274,0.0030302672439244897
