freq_Hz,PSD
0.0,0.8739881470643391
0.057542039434425866,4.467052076269666
0.11508407886885173,2.2709272977978556
0.1726261183032776,1.1667740584277606
0.23016815773770347,0.710998328251598
0.2877101971721293,0.5015279323207738
0.3452522366065552,0.42976841701681034
0.40279427604098106,0.2904597109241061
0.46033631547540693,0.25778940684852586
0.5178783549098328,0.19114086796156812
0.5754203943442586,0.1420345034604227
0.6329624337786846,0.1721019501774
0.6905044732131104,0.22011305905351788
0.7480465126475363,0.30446154954511107
0.8055885520819621,0.32424026266183054
0.863130591516388,0.27046322786845656
0.9206726309508139,0.25554509016154336
0.9782146703852397,0.18160632135211702
1.0357567098196656,0.24380804185927768
1.0932987492540915,0.4220052110405647
1.1508407886885172,0.5018214439995892
1.2083828281229432,0.6076145562878221
1.265924867557369,0.7430972950038344
1.323466906991795,1.3914151231931553
1.3810089464262207,2.0657880942479396
1.4385509858606467,5.819401250091038
1.4960930252950726,141.14488169509963
1.5536350647294983,708.7460833299565
1.6111771041639242,270.911875697163
1.6687191435983502,8.272758183899795
1.726261183032776,1.6436121705729958
1.7838032224672018,0.9449658892266204
1.8413452619016277,0.5093864410253206
1.8988873013360537,0.31743306349942213
1.9564293407704794,0.214202487426717
2.0139713802049055,0.14201978715485558
2.071513419639331,0.10095546188887462
2.129055459073757,0.07073228604767193
2.186597498508183,0.060690809455465095
2.244139537942609,0.04274483536130054
2.3016815773770345,0.04100119053648278
2.3592236168114606,0.02656331199074704
2.4167656562458864,0.019465722427457536
2.474307695680312,0.015550129840909812
2.531849735114738,0.013709916183366764
2.589391774549164,0.01146007759420875
2.64693381398359,0.009829801209396905
2.7044758534180158,0.008497255878423636
2.7620178928524415,0.008302196484785949
2.8195599322868676,0.0073230109831069505
2.8771019717212933,0.005228550157855834
2.934644011155719,0.004810003191848102
2.992186050590145,0.005309837628815415
3.049728090024571,0.0068159615219785755
3.1072701294589966,0.024362816144496514
3.1648121688934228,0.016561423287393205
3.2223542083278485,0.003984328269893351
3.279896247762274,0.0028211362224091143
3.3374382871967003,0.0025029874027552705
3.394980326631126,0.0022286678517964725
3.452522366065552,0.0015977448969398847
3.510064405499978,0.0014933723924869591
3.5676064449344036,0.0014013194686355623
3.6251484843688297,0.0015804299280747544
3.6826905238032555,0.0013738144515349146
3.740232563237681,0.0012401348554338136
3.7977746026721073,0.0010802649418923229
3.855316642106533,0.0009069914537815313
3.9128586815409587,0.0007919123538783157
3.970400720975385,0.0006985431901651368
4.027942760409811,0.0008323813624046602
4.085484799844236,0.0006804199244367814
4.143026839278662,0.00060034778505807
4.200568878713089,0.0005059447807129054
4.258110918147514,0.00047858227548805665
4.31565295758194,0.0005088742658143436
4.373194997016366,0.00044860154213094406
4.430737036450791,0.0004412726151612063
4.488279075885218,0.00041227708011747934
4.545821115319644,0.00039636462704163337
4.603363154754069,0.00046290974551303033
4.660905194188495,0.0007173863936591364
4.718447233622921,0.0006876460475986772
4.7759892730573466,0.00032219634473355395
4.833531312491773,0.0002806134884827691
4.891073351926199,0.00023396800986233987
4.948615391360624,0.0002071934776834456
5.00615743079505,0.0001861204933870768
5.063699470229476,0.00015509056104851267
5.121241509663902,0.00015193968032387698
5.178783549098328,0.0001606979197160122
5.236325588532754,0.00014529421877629457
5.29386762796718,0.0001319397810586555
5.351409667401605,0.000120415626848893
5.4089517068360315,0.00011549578657407926
5.466493746270458,9.747413970216914e-05
5.524035785704883,8.393989875304537e-05
5.581577825139309,8.709559449556232e-05
5.639119864573735,8.944719724925768e-05
5.6966619040081605,8.268210656967877e-05
5.754203943442587,7.472369271473351e-05
5.811745982877013,7.247033415292098e-05
5.869288022311438,9.04386047624635e-05
5.926830061745864,6.333879949035633e-05
5.98437210118029,5.6198550219900064e-05
6.041914140614716,5.574517952459187e-05
6.099456180049142,5.057196481661479e-05
6.156998219483568,5.6711750479520914e-05
6.214540258917993,6.022127771483127e-05
6.272082298352419,5.5930026820461435e-05
6.3296243377868455,4.593202662646931e-05
6.387166377221271,3.8991297531500014e-05
6.444708416655697,3.7985200402040905e-05
6.502250456090123,3.481187611618904e-05
6.559792495524548,2.9932709540271705e-05
6.6173345349589745,2.6726022076479674e-05
6.674876574393401,2.248406155305578e-05
6.732418613827827,2.1353233386068938e-05
6.789960653262252,1.989425334138916e-05
6.847502692696678,1.831224881934324e-05
6.905044732131104,1.578216550915103e-05
6.96258677156553,2.0773732680350394e-05
7.020128810999956,1.7156785516069575e-05
7.077670850434382,1.3500766890235871e-05
7.135212889868807,9.611386013055533e-06
7.192754929303233,8.744201917299929e-06
7.2502969687376595,1.013214626214142e-05
7.307839008172085,1.0912306174381077e-05
