xi,q,w,s
1.5525821053371367,3.6800339954275403,1.3877787807814457e-17,1.809257900418887
0.42441951655423926,-6.010131365149494,0.0,2.044326887354344
-1.5902670208463847,-3.1158895225668157,0.0,3.2117568024420162
1.0014012627762807,5.342854504160825,0.0,2.5061190703895018
-1.3442825931148792,5.390097764317892,0.0,0.6897102933086483
1.3818759783085892,-5.439882162793959,0.0,0.32377609700977306
1.5707025789942217,4.07559736145403,0.0,3.1950616489838244
-0.7709016378161625,-5.717634368897747,0.0,2.3939682759372722
-0.08740161676247664,6.020990678713132,0.0,3.367010997598099
1.1048079267099,-5.717330820024889,0.0,3.9708760876756877
-1.0456779415138497,5.690748186234675,0.0,1.146000776358845
1.6186688462905694,1.3262765879311609,0.0,1.8167963670846055
-0.1775330128591232,-5.898569515830385,0.0,2.044894302648233
-1.5945718694855955,-0.3622351329873529,0.0,3.2512142070173597
1.387114509484918,4.518377758282268,0.0,2.7974552670008985
-1.5105890580100836,-4.24629966069102,0.0,2.0910461168877594
-0.6141660407891627,6.05379561619416,0.0,3.5105220183042944
1.243226094580386,-5.403464773950316,0.0,6.723322644075608
-0.3961079444210274,-5.715218112782916,0.0,0.8802173402557729
0.3352561854312549,5.667022763260441,0.0,3.603864584569531
-0.9523074450912227,5.792915741792257,0.0,1.6458357960118104
1.321577982626559,4.462004329197144,0.0,1.2091438099211969
-0.3549592058234747,-5.723793933242197,0.0,2.528299027279365
1.5429424994732717,-0.1607545412906481,0.0,2.0312196731985233
-0.40329521671942936,-5.732298025387739,0.0,3.1017334952567652
-0.6741614927185474,5.8708064368323365,0.0,1.6767107804970904
1.4242123939163949,3.868085679618469,0.0,1.3880354622230626
-0.7490573215998404,-5.395407488340495,0.0,4.733715000063594
1.5025810613665014,3.6185048016939603,0.0,2.35183480874004
0.13675832406037064,-5.9404623031744075,0.0,5.930011658310054
-1.4491696986059133,-3.7382292494973317,0.0,1.638520633013357
-0.4671380963703434,5.936267928523612,0.0,1.233602402178841
1.4241510736382026,-3.6618228494104863,0.0,2.6803478341760054
-0.5028014513786042,5.964396480605806,0.0,3.655420948709587
-1.505343922086505,-3.477427503746215,0.0,1.0955938056676398
0.7754891464007678,5.38846507656857,0.0,1.471092267259575
1.2394334473649453,-5.149757033935221,0.0,0.29431891265448246
1.3868454832195265,4.238542398676408,0.0,1.9044914187079804
0.6941714380083674,-5.948552926734996,0.0,2.5303244137576337
1.3255766104824143,4.197361497183956,0.0,1.4818441831390203
0.5933865589758434,-5.905741311255159,0.0,0.39007430568854906
1.1779217232001402,4.664469786251112,0.0,1.5552028853739586
0.8873168252904409,-5.79999762699744,0.0,0.8355971887187197
-1.0375872329808968,5.72340342170181,0.0,2.562968533029544
-1.1106048978771368,-4.839626128124317,0.0,3.470392150762443
0.3558746864043737,5.735520742681102,1.1102230246251565e-16,5.548499346520513
0.12187097220959386,5.729502587197868,0.0,0.7106335517072793
0.025226902886704133,-5.757802006921064,0.0,0.9081892877098756
-0.08180090048614409,5.761891020248034,0.0,4.10712729886237
0.05871939969318024,-5.762413559273434,0.0,2.7553504249139213
-0.006558590398629633,5.65093392455702,0.0,1.305303414499386
1.0268867451943382,-5.431512330726543,0.0,3.48042002085708
-1.4465594432641737,-0.7672179768136372,-5.551115123125783e-17,5.560670204928836
-1.5606493589878396,-2.3977315185562373,0.0,1.055137925703175
1.0536370350489124,5.048549901914691,0.0,1.0757021327767498
0.05881087570812925,-5.831777789780036,0.0,1.347469544900176
-1.097295955724428,5.566426986865002,0.0,4.032684163112183
1.097819605542136,-5.455167710955283,0.0,1.870116712293763
-1.0916816120634187,-4.846996978569557,0.0,2.2774117247032453
-0.894558906116651,5.764612951941093,0.0,4.958124260208645
1.5232788748491226,3.184065839799592,0.0,2.1356921636170205
0.24441650593855696,-5.966273199305595,0.0,3.76986603310724
0.9667460250706185,5.080542419816416,0.0,1.4502032575190085
0.9881597316709319,-5.682961859268442,0.0,0.13049178779474005
-0.22561920133679983,-5.778727943982567,0.0,3.523706298389074
-0.2314637077287639,5.9533752836302645,0.0,6.155850176328511
-0.6764681311558094,5.865320479485273,6.938893903907228e-18,3.157686101160324
1.4311345662677983,-2.0810396821950676,-6.938893903907228e-18,2.0655475080523322
-0.6149715284512025,-5.500853698190561,0.0,3.295244994544231
-0.43659303601435995,5.881117989088871,0.0,3.280935418989452
1.2979009659909784,-4.070999388595063,-6.938893903907228e-18,3.111120933150354
-1.4834110862953678,-3.144752125165755,0.0,1.663361004293855
